"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4128186";"";"None";"390.47";"0";"4.03";"42";"CCn1ncc2c1CCC(Nc1nc3c(-c4ccc(F)cc4C)cccn3n1)C2";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"18.32";"0.34";"3.12";"11.92";"0";"CHEMBL4122732";"Modulation of gamma secretase in human H4 cells expressing human wild type APP assessed as inhibition of amyloid beta 42 production after 22 hrs by electrochemiluminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4118159";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"0.07"
"CHEMBL4283276";"";"None";"470.45";"0";"3.17";"33";"Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@]24C[C@@H]2COc2ccc(C(F)(F)F)cc24)C3=O)cn1";"IC50";"'='";"5.6";"nM";"8.25";"";"";"UO_0000065";"17.54";"0.33";"5.08";"11.90";"0";"CHEMBL4251771";"Modulation of gamma-secretase (unknown origin) expressed in CHO cells co-expressing human wild type APP assessed as reduction in amyloid beta 42 levels after 24 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4251542";"1";"Scientific Literature";"Medchemcomm";"2017";"None";"";"";"";"5.6"
"CHEMBL4278722";"";"None";"498.51";"0";"4.46";"30";"Cc1cn(-c2ccc3n(c2=O)CCN([C@@H](C)C2=CC(C)(C)Oc4ccc(C(F)(F)F)cc42)C3=O)cn1";"IC50";"'='";"4.9";"nM";"8.31";"";"";"UO_0000065";"16.67";"0.32";"3.85";"11.98";"0";"CHEMBL4251771";"Modulation of gamma-secretase (unknown origin) expressed in CHO cells co-expressing human wild type APP assessed as reduction in amyloid beta 42 levels after 24 hrs by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4251542";"1";"Scientific Literature";"Medchemcomm";"2017";"None";"";"";"";"4.9"
"CHEMBL3608395";"";"None";"443.40";"0";"3.60";"30";"Cc1cc(C#Cc2cn(C3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccn1";"IC50";"'='";"145.0";"nM";"6.84";"";"";"UO_0000065";"15.42";"0.29";"3.24";"10.70";"0";"CHEMBL3611870";"Modulation of gamma-secretase in human SH-SY5Y cells overexpressing APP C-terminal fragment SPA4CT assessed as inhibition of intracellular amyloid beta 42 production by electrochemiluminescent assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3608233";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307740";"";"";"";"145.0"
"CHEMBL2178524";"";"None";"415.45";"1";"5.76";"44f";"Cc1cn(-c2ccc(Nc3cccc4c3nc(-c3ccc(F)cc3)n4C)cc2F)cn1";"IC50";"'='";"73.0";"nM";"7.14";"";"";"UO_0000065";"17.18";"0.31";"1.38";"14.97";"0";"CHEMBL2186769";"Modulation of gamma-secretase in human SK-N-BE(2) cells expressing wild type APP 695 assessed as reduction in amyloid beta 42 level after overnight incubation by sandwich immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2176900";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"73.0"
"CHEMBL2151164";"";"None";"428.47";"1";"5.02";"44a";"COc1nc(Nc2cccc3c2nc(-c2ccc(F)cc2)n3C)ccc1-n1cnc(C)c1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"18.19";"0.33";"2.78";"11.17";"0";"CHEMBL2186769";"Modulation of gamma-secretase in human SK-N-BE(2) cells expressing wild type APP 695 assessed as reduction in amyloid beta 42 level after overnight incubation by sandwich immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2176900";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"16.0"
"CHEMBL2180356";"";"None";"466.49";"0";"4.61";"10";"COc1cc(/C=C2\O[C@H](C)CN3C2=NOC[C@@H]3c2cc(F)cc(F)c2)ccc1-n1cnc(C)c1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"16.71";"0.31";"3.19";"12.76";"0";"CHEMBL2188244";"Modulation of gamma-secretase expressed in HEK293 cells co-expressing APPsw-lon assessed as reduction of amyloid-beta-42 level by sandwich immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2176973";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"16.0"
"CHEMBL1950535";"";"None";"468.48";"1";"5.17";"8s";"COc1cc(/C=C2\CCCN3C2=NOC[C@@H]3c2cc(F)c(F)c(F)c2)ccc1-n1cnc(C)c1";"IC50";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"15.97";"0.30";"2.31";"14.42";"1";"CHEMBL2188244";"Modulation of gamma-secretase expressed in HEK293 cells co-expressing APPsw-lon assessed as reduction of amyloid-beta-42 level by sandwich immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2176973";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"33.0"
"CHEMBL2180359";"";"None";"464.47";"0";"4.56";"7l";"COc1cc(/C=C2\CCCN3C(=O)C(c4cc(F)cc(F)c4)ON=C23)ccc1-n1cnc(C)c1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"12.83";"0.24";"1.40";"8.64";"0";"CHEMBL2188244";"Modulation of gamma-secretase expressed in HEK293 cells co-expressing APPsw-lon assessed as reduction of amyloid-beta-42 level by sandwich immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2176973";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"1100.0"
"CHEMBL2180357";"";"None";"484.48";"0";"4.75";"11";"COc1cc(/C=C2\O[C@@H](C)CN3C2=NOC[C@@H]3c2cc(F)c(F)c(F)c2)ccc1-n1cnc(C)c1";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"15.14";"0.29";"2.59";"12.01";"0";"CHEMBL2188244";"Modulation of gamma-secretase expressed in HEK293 cells co-expressing APPsw-lon assessed as reduction of amyloid-beta-42 level by sandwich immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL2176973";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"46.0"
"CHEMBL4750723";"";"None";"453.55";"0";"4.50";"46";"COc1nc(-c2csc(Nc3c4c(nn3CCF)CCCC4)n2)ccc1-n1cnc(C)c1";"IC50";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"16.16";"0.31";"2.83";"8.86";"0";"CHEMBL4703138";"Modulation of gamma secretase in human SH-SY5Y cells overexpressing wild type APP751 assessed as inhibition of amyloid beta (35 to 42 residues) formation incubated for overnight by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4699542";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"TIME = 12.0 hr";"MODULATOR";"";"47.0"
"CHEMBL1916338";"";"None";"442.89";"0";"2.95";"4";"CC1(C)CO[C@@H]1CN([C@H](CCC(F)(F)F)C(N)=O)S(=O)(=O)c1ccc(Cl)cc1";"IC50";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"16.50";"0.36";"4.36";"8.15";"0";"CHEMBL1918257";"Inhibition of gamma-secretase-mediated cleavage of human amyloid beta protein expressed in human H4 cells assessed as reduction in amyloid beta42 production by ELISA technique";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1914442";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308507";"";"";"";"49.0"
"CHEMBL1915757";"";"None";"493.47";"1";"6.43";"56";"Br.Cc1ncc(C)c(-c2ccc(Nc3nc4c(s3)CCCC4c3ccccc3)cc2)n1";"IC50";"'='";"2868.0";"nM";"5.54";"";"";"UO_0000065";"13.43";"0.25";"-0.89";"10.93";"0";"CHEMBL1921609";"Inhibition of gamma secretase in human H4 cells overexpressing human APP assessed as reduction in amyloid beta-42 secretion after 22 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1914401";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308507";"";"";"";"2868.0"
"CHEMBL1915577";"";"None";"418.52";"1";"5.72";"45";"COc1cc(Nc2nc3c(s2)CCCC3c2ccccc2)ccc1-c1nnc(C)o1";"IC50";"'='";"999.0";"nM";"6.00";"";"";"UO_0000065";"14.34";"0.27";"0.28";"8.21";"0";"CHEMBL1921609";"Inhibition of gamma secretase in human H4 cells overexpressing human APP assessed as reduction in amyloid beta-42 secretion after 22 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1914401";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308507";"";"";"";"999.0"
"CHEMBL1915572";"";"None";"400.55";"1";"6.16";"40";"Cc1cn(-c2ccc(Nc3nc4c(s3)CCCC4c3ccccc3)cc2C)cn1";"IC50";"'='";"733.0";"nM";"6.13";"";"";"UO_0000065";"15.32";"0.29";"-0.03";"14.35";"0";"CHEMBL1921609";"Inhibition of gamma secretase in human H4 cells overexpressing human APP assessed as reduction in amyloid beta-42 secretion after 22 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1914401";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308507";"";"";"";"733.0"
"CHEMBL1915568";"";"None";"404.51";"1";"5.99";"37";"Cc1cn(-c2ccc(Nc3nc4c(s3)CCCC4c3ccccc3)cc2F)cn1";"IC50";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"18.01";"0.34";"1.29";"17.04";"0";"CHEMBL1921609";"Inhibition of gamma secretase in human H4 cells overexpressing human APP assessed as reduction in amyloid beta-42 secretion after 22 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1914401";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308507";"";"";"";"52.0"
"CHEMBL1915567";"";"None";"386.52";"1";"5.85";"36";"Cc1cn(-c2ccc(Nc3nc4c(s3)CCCC4c3ccccc3)cc2)cn1";"IC50";"'='";"133.0";"nM";"6.88";"";"";"UO_0000065";"17.79";"0.34";"1.03";"16.09";"0";"CHEMBL1921609";"Inhibition of gamma secretase in human H4 cells overexpressing human APP assessed as reduction in amyloid beta-42 secretion after 22 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1914401";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308507";"";"";"";"133.0"
"CHEMBL3134498";"";"None";"723.91";"2";"5.70";"CBAP";"C[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H]1N=C(C2CCCCC2)c2ccccc2NC1=O";"IC50";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"12.65";"0.24";"3.45";"5.79";"0";"CHEMBL3135359";"Inhibition of gamma-secretase (unknown origin) using APP substrate assessed as amyloid-beta40 production";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3132746";"1";"Scientific Literature";"Medchemcomm";"2014";"None";"";"";"";"0.7"
"CHEMBL246653";"";"None";"578.15";"2";"5.85";"1, racemic";"O=C(OCC1CCCC(c2cccc(F)c2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1";"IC50";"'='";"11.2";"nM";"7.95";"";"";"UO_0000065";"13.75";"0.28";"2.10";"11.33";"0";"CHEMBL902426";"Inhibition of gamma-secretase mediated amyloid beta-40 production in HEK293 cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138400";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"11.2"
"CHEMBL263613";"";"None";"618.15";"2";"6.64";"analogue of 1, R7C7, racemic";"CN(c1ccccc1)C1CCN(C(=O)OCC2CCCC(c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1";"IC50";"'='";"164.5";"nM";"6.78";"";"";"UO_0000065";"10.97";"0.22";"0.14";"9.67";"0";"CHEMBL902426";"Inhibition of gamma-secretase mediated amyloid beta-40 production in HEK293 cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138400";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"164.5"
"CHEMBL248476";"";"None";"554.06";"1";"4.87";"25, racemic";"C[C@H]1CNCCN1C(=O)OC1(C2CCCC(c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1";"IC50";"'='";"16.8";"nM";"7.78";"";"";"UO_0000065";"14.03";"0.29";"2.90";"9.85";"0";"CHEMBL902426";"Inhibition of gamma-secretase mediated amyloid beta-40 production in HEK293 cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138400";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"16.8"
"CHEMBL248275";"";"None";"566.10";"1";"4.04";"20, racemic";"O=C(OC1(C2CCCC(c3cccc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1";"IC50";"'='";"1.9";"nM";"8.72";"";"";"UO_0000065";"15.41";"0.31";"4.68";"9.65";"0";"CHEMBL902426";"Inhibition of gamma-secretase mediated amyloid beta-40 production in HEK293 cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138400";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"1.9"
"CHEMBL537890";"";"None";"640.65";"2";"6.38";"14, racemic";"Cl.O=C(OC1(C2CCCC(c3cccc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1";"IC50";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"15.06";"0.30";"2.72";"12.97";"0";"CHEMBL902426";"Inhibition of gamma-secretase mediated amyloid beta-40 production in HEK293 cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138400";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"0.8"
"CHEMBL3221454";"";"None";"574.80";"2";"5.43";"7";"CC(=O)O[C@H]1CC[C@]23C[C@]24CC[C@]2(C)[C@@H]5[C@H](O[C@H]([C@H](OC(C)=O)C(C)(C)O)C[C@H]5C)[C@H](O)[C@@]2(C)[C@@H]4CC[C@H]3C1(C)C";"IC50";"'='";"760.0";"nM";"6.12";"";"";"UO_0000065";"10.65";"0.20";"0.69";"5.98";"0";"CHEMBL3226982";"Modulation of gamma-secretase (unknown origin) assessed as inhibition of amyloid beta 42 production";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3217610";"1";"Scientific Literature";"Medchemcomm";"2013";"None";"";"";"";"760.0"
"CHEMBL3221250";"";"None";"662.86";"1";"3.53";"2";"CC(=O)O[C@@H]([C@@H]1C[C@@H](C)[C@H]2[C@H](O1)C(=O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"9.39";"0.18";"2.69";"4.09";"0";"CHEMBL3226982";"Modulation of gamma-secretase (unknown origin) assessed as inhibition of amyloid beta 42 production";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3217610";"1";"Scientific Literature";"Medchemcomm";"2013";"None";"";"";"";"600.0"
"CHEMBL3221477";"";"None";"615.85";"2";"5.71";"31";"CC(=O)O[C@@H]([C@@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](OC(=O)N5CCC5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O";"IC50";"'='";"340.0";"nM";"6.47";"";"";"UO_0000065";"10.50";"0.20";"0.76";"6.13";"0";"CHEMBL3226982";"Modulation of gamma-secretase (unknown origin) assessed as inhibition of amyloid beta 42 production";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3217610";"1";"Scientific Literature";"Medchemcomm";"2013";"None";"";"";"";"340.0"
"CHEMBL3221478";"";"None";"645.88";"2";"5.34";"32";"CC(=O)O[C@@H]([C@@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](OC(=O)N5CCOCC5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O";"IC50";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"10.31";"0.20";"1.32";"5.80";"0";"CHEMBL3226982";"Modulation of gamma-secretase (unknown origin) assessed as inhibition of amyloid beta 42 production";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3217610";"1";"Scientific Literature";"Medchemcomm";"2013";"None";"";"";"";"220.0"
"CHEMBL3608395";"";"None";"443.40";"0";"3.60";"30";"Cc1cc(C#Cc2cn(C3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccn1";"IC50";"'='";"1080.0";"nM";"5.97";"";"";"UO_0000065";"13.46";"0.25";"2.37";"9.34";"0";"CHEMBL3611869";"Modulation of gamma-secretase in human SH-SY5Y cells overexpressing APP C-terminal fragment SPA4CT assessed as inhibition of intracellular amyloid beta 40 production by electrochemiluminescent assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3608233";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307740";"";"";"";"1080.0"
"CHEMBL1916332";"";"None";"414.83";"0";"2.32";"21";"NC(=O)[C@@H](CCC(F)(F)F)N(C[C@H]1CCO1)S(=O)(=O)c1ccc(Cl)cc1";"IC50";"'='";"16.4";"nM";"7.79";"";"";"UO_0000065";"18.77";"0.41";"5.47";"8.68";"0";"CHEMBL1918257";"Inhibition of gamma-secretase-mediated cleavage of human amyloid beta protein expressed in human H4 cells assessed as reduction in amyloid beta42 production by ELISA technique";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"H4";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1914442";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308507";"";"";"";"16.4"
"CHEMBL245422";"";"None";"550.10";"2";"5.08";"32";"O=C(OCC1CCc2cc(F)ccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL902249";"Inhibition of Gamma-secretase";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138382";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"1000.0"
"CHEMBL241730";"";"None";"492.04";"0";"4.01";"20";"CCCN1CCN(C(=O)OCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1";"IC50";"'='";"440.0";"nM";"6.36";"";"";"UO_0000065";"12.92";"0.26";"2.35";"9.06";"0";"CHEMBL902249";"Inhibition of Gamma-secretase";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138382";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"440.0"
"CHEMBL391899";"";"None";"492.04";"0";"4.06";"13";"O=C(NCCCN1CCCC1)OCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1";"IC50";"'='";"394.0";"nM";"6.41";"";"";"UO_0000065";"13.02";"0.27";"2.34";"8.11";"0";"CHEMBL902249";"Inhibition of Gamma-secretase";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL1138382";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"394.0"
"CHEMBL3134514";"";"None";"1143.39";"None";"None";"8";"C#CCOc1ccc(C(=O)c2ccc(OCCOCCOCCNC(=O)[C@H](Cc3ccc(C(=O)c4ccccc4)cc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3ccccc3)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)cc2)cc1";"IC50";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"7.72";"None";"None";"None";"0";"CHEMBL3135370";"Inhibition of gamma-secretase (unknown origin) expressed in CHO cells expressing APP assessed as inhibition of amyloid beta 42 production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3132760";"1";"Scientific Literature";"Medchemcomm";"2014";"CHEMBL3308072";"";"";"";"1.5"
"CHEMBL4649486";"";"None";"422.92";"0";"4.03";"1c";"CCNC(=O)c1ccc(-c2c(C)nc3c(OCc4ccccc4)cccn23)cn1.Cl";"IC50";"'='";"580.0";"nM";"6.24";"";"";"UO_0000065";"16.14";"0.29";"2.21";"9.10";"0";"CHEMBL4610469";"Modulatory activity of gamma secretase in human SKNBE2 cells assessed as decrease in Abeta42 levels incubated for 6 hrs by sandwich ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4609991";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"0.58"
"CHEMBL4639345";"";"None";"452.94";"0";"3.87";"1i";"CCNC(=O)c1ccc(-c2c(COC)nc3c(OCc4ccccc4)cccn23)cn1.Cl";"IC50";"'='";"6200.0";"nM";"5.21";"";"";"UO_0000065";"12.50";"0.23";"1.34";"6.70";"0";"CHEMBL4610469";"Modulatory activity of gamma secretase in human SKNBE2 cells assessed as decrease in Abeta42 levels incubated for 6 hrs by sandwich ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094135";"Gamma-secretase";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4609991";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"6.2"
